paymentId,creditId,amount,paymentAt,paymentAcceptedAt,period,periodsTotal
P002082,A005188,2030,2024-10-10T18:00:00.000Z,2024-10-10T20:15:00.000Z,14,14
P002083,A003374,139,2024-10-10T18:00:00.000Z,2024-10-10T21:38:00.000Z,16,36
P002084,A003745,192,2024-10-10T18:00:00.000Z,2024-10-10T20:43:00.000Z,15,38
P002085,A014680,500,2024-10-10T18:00:00.000Z,2024-10-10T18:27:00.000Z,3,10
P002086,A010333,1032,2024-10-10T18:00:00.000Z,2024-10-10T19:11:00.000Z,8,39
P002087,A012273,4027,2024-10-10T18:00:00.000Z,2024-10-10T18:28:00.000Z,6,6
P002088,A002103,169,2024-10-10T18:00:00.000Z,2024-10-10T19:40:00.000Z,17,32
P002089,A002513,556,2024-10-10T18:00:00.000Z,2024-10-10T20:57:00.000Z,17,43
P002090,A005399,281,2024-10-10T18:00:00.000Z,2024-10-10T18:02:00.000Z,13,41
P002091,A010817,36,2024-10-10T18:00:00.000Z,2024-10-10T18:48:00.000Z,7,38
P002092,A003962,811,2024-10-10T18:00:00.000Z,2024-10-10T21:36:00.000Z,15,48
P002093,A006209,621,2024-10-11T18:00:00.000Z,2024-10-11T21:04:00.000Z,13,29
P002094,A016689,955,2024-10-11T18:00:00.000Z,2024-10-11T18:19:00.000Z,1,9
P002095,A013291,755,2024-10-11T18:00:00.000Z,2024-10-11T21:59:00.000Z,5,16
P002096,A006990,607,2024-10-11T18:00:00.000Z,2024-10-11T20:29:00.000Z,12,35
P002097,A010124,214,2024-10-11T18:00:00.000Z,2024-10-11T19:17:00.000Z,8,31
P002098,A015009,862,2024-10-11T18:00:00.000Z,2024-10-11T20:22:00.000Z,3,6
P002099,A005821,107,2024-10-11T18:00:00.000Z,2024-10-11T20:47:00.000Z,13,52
P002100,A004101,247,2024-10-11T18:00:00.000Z,2024-10-11T18:15:00.000Z,15,48
P002101,A008344,4083,2024-10-11T18:00:00.000Z,2024-10-11T21:46:00.000Z,10,12
P002102,A013299,99,2024-10-11T18:00:00.000Z,2024-10-11T20:08:00.000Z,5,38
P002103,A000286,961,2024-10-11T18:00:00.000Z,2024-10-11T19:29:00.000Z,19,43
P002104,A014169,2795,2024-10-11T18:00:00.000Z,2024-10-11T20:07:00.000Z,4,5
P002105,A006648,1087,2024-10-11T18:00:00.000Z,2024-10-11T19:00:00.000Z,12,19
P002106,A015087,539,2024-10-11T18:00:00.000Z,2024-10-11T18:55:00.000Z,3,52
P002107,A016089,1503,2024-10-11T18:00:00.000Z,2024-10-11T21:56:00.000Z,2,17
P002108,A003569,331,2024-10-11T18:00:00.000Z,2024-10-11T18:03:00.000Z,15,48
P002109,A007717,60,2024-10-11T18:00:00.000Z,2024-10-11T20:28:00.000Z,11,35
P002110,A001866,2053,2024-10-11T18:00:00.000Z,2024-10-11T18:54:00.000Z,17,52
P002111,A010203,198,2024-10-11T18:00:00.000Z,2024-10-11T21:08:00.000Z,8,25
P002112,A011456,34,2024-10-11T18:00:00.000Z,2024-10-11T19:00:00.000Z,7,41
P002113,A003265,673,2024-10-11T18:00:00.000Z,2024-10-11T21:24:00.000Z,16,24
P002114,A002637,5383,2024-10-11T18:00:00.000Z,2024-10-11T21:35:00.000Z,16,21
P002115,A005396,197,2024-10-11T18:00:00.000Z,2024-10-11T18:09:00.000Z,13,46
P002116,A003049,116,2024-10-11T18:00:00.000Z,2024-10-11T19:42:00.000Z,16,27
P002117,A005789,645,2024-10-11T18:00:00.000Z,2024-10-11T18:26:00.000Z,13,48
P002118,A012794,381,2024-10-11T18:00:00.000Z,2024-10-11T20:38:00.000Z,5,46
P002119,A003466,1156,2024-10-11T18:00:00.000Z,2024-10-11T20:58:00.000Z,16,47
P002120,A007781,3980,2024-10-11T18:00:00.000Z,2024-10-11T20:17:00.000Z,11,14
P002121,A008694,502,2024-10-11T18:00:00.000Z,2024-10-11T18:32:00.000Z,10,40
P002122,A012978,1065,2024-10-11T18:00:00.000Z,2024-10-11T18:57:00.000Z,5,36
P002123,A015290,590,2024-10-11T18:00:00.000Z,2024-10-11T18:18:00.000Z,2,10
P002124,A013269,74,2024-10-11T18:00:00.000Z,2024-10-11T19:33:00.000Z,5,47
P002125,A003696,267,2024-10-11T18:00:00.000Z,2024-10-11T19:42:00.000Z,15,26
P002126,A004991,264,2024-10-11T18:00:00.000Z,2024-10-11T19:55:00.000Z,14,20
P002127,A007925,2268,2024-10-11T18:00:00.000Z,2024-10-11T20:47:00.000Z,11,27
P002128,A009508,766,2024-10-11T18:00:00.000Z,2024-10-11T20:05:00.000Z,9,17
P002129,A006568,272,2024-10-11T18:00:00.000Z,2024-10-11T19:36:00.000Z,12,18
P002130,A002125,1337,2024-10-11T18:00:00.000Z,2024-10-11T20:18:00.000Z,17,51
P002131,A000565,863,2024-10-12T18:00:00.000Z,2024-10-12T21:31:00.000Z,19,44
P002132,A000687,601,2024-10-12T18:00:00.000Z,2024-10-12T19:57:00.000Z,19,40
P002133,A007930,85,2024-10-12T18:00:00.000Z,2024-10-12T18:12:00.000Z,11,46
P002134,A002904,2524,2024-10-12T18:00:00.000Z,2024-10-12T19:45:00.000Z,16,19
P002135,A011904,3258,2024-10-12T18:00:00.000Z,2024-10-12T19:15:00.000Z,6,13
P002136,A012067,196,2024-10-12T18:00:00.000Z,2024-10-12T18:42:00.000Z,6,44
P002137,A015189,330,2024-10-12T18:00:00.000Z,2024-10-12T20:04:00.000Z,3,26
P002138,A001001,4657,2024-10-12T18:00:00.000Z,2024-10-12T20:41:00.000Z,17,31
P002139,A004519,117,2024-10-12T18:00:00.000Z,2024-10-12T19:26:00.000Z,14,49
P002140,A001847,495,2024-10-12T18:00:00.000Z,2024-10-12T18:28:00.000Z,17,47
P002141,A003657,362,2024-10-12T18:00:00.000Z,2024-10-12T18:42:00.000Z,15,31
P002142,A012136,37,2024-10-12T18:00:00.000Z,2024-10-12T19:10:00.000Z,6,38
P002143,A000890,1378,2024-10-12T18:00:00.000Z,2024-10-12T18:31:00.000Z,19,50
P002144,A000590,2538,2024-10-12T18:00:00.000Z,2024-10-12T18:56:00.000Z,18,21
P002145,A001076,674,2024-10-12T18:00:00.000Z,2024-10-12T21:48:00.000Z,18,38
P002146,A001720,1879,2024-10-12T18:00:00.000Z,2024-10-12T19:32:00.000Z,17,18
P002147,A007457,150,2024-10-12T18:00:00.000Z,2024-10-12T21:15:00.000Z,11,49
P002148,A014224,515,2024-10-12T18:00:00.000Z,2024-10-12T20:00:00.000Z,4,13
P002149,A009720,246,2024-10-12T18:00:00.000Z,2024-10-12T18:07:00.000Z,9,46
P002150,A005472,1821,2024-10-12T18:00:00.000Z,2024-10-12T20:37:00.000Z,13,23
P002151,A005402,128,2024-10-12T18:00:00.000Z,2024-10-12T21:49:00.000Z,14,52
P002152,A010164,337,2024-10-12T18:00:00.000Z,2024-10-12T19:11:00.000Z,8,43
P002153,A005805,1344,2024-10-12T18:00:00.000Z,2024-10-12T21:33:00.000Z,13,28
P002154,A012808,2497,2024-10-12T18:00:00.000Z,2024-10-12T18:56:00.000Z,5,8
P002155,A005866,244,2024-10-13T18:00:00.000Z,2024-10-13T18:59:00.000Z,13,16
P002156,A000567,2297,2024-10-13T18:00:00.000Z,2024-10-13T19:34:00.000Z,18,41
P002157,A003976,234,2024-10-13T18:00:00.000Z,2024-10-13T19:03:00.000Z,15,31
P002158,A001627,1129,2024-10-13T18:00:00.000Z,2024-10-13T18:42:00.000Z,18,26
P002159,A000081,922,2024-10-13T18:00:00.000Z,2024-10-13T18:52:00.000Z,19,26
P002160,A002958,283,2024-10-13T18:00:00.000Z,2024-10-13T18:11:00.000Z,16,50
P002161,A001964,746,2024-10-13T18:00:00.000Z,2024-10-13T19:17:00.000Z,17,38
P002162,A002963,1540,2024-10-13T18:00:00.000Z,2024-10-13T19:21:00.000Z,16,28
P002163,A005147,2159,2024-10-13T18:00:00.000Z,2024-10-13T19:12:00.000Z,14,14
P002164,A007082,116,2024-10-13T18:00:00.000Z,2024-10-13T20:13:00.000Z,12,43
P002165,A003879,1659,2024-10-13T18:00:00.000Z,2024-10-13T18:43:00.000Z,15,34
P002166,A005026,149,2024-10-13T18:00:00.000Z,2024-10-13T20:13:00.000Z,14,29
P002167,A013612,94,2024-10-13T18:00:00.000Z,2024-10-13T18:03:00.000Z,4,49
P002168,A004622,1375,2024-10-13T18:00:00.000Z,2024-10-13T19:40:00.000Z,14,24
P002169,A008151,366,2024-10-13T18:00:00.000Z,2024-10-13T19:14:00.000Z,11,42
P002170,A013675,396,2024-10-13T18:00:00.000Z,2024-10-13T21:03:00.000Z,4,12
P002171,A003767,4585,2024-10-13T18:00:00.000Z,2024-10-13T18:48:00.000Z,15,23
P002172,A006373,1008,2024-10-13T18:00:00.000Z,2024-10-13T20:54:00.000Z,13,15
P002173,A001291,1725,2024-10-14T18:00:00.000Z,2024-10-14T21:03:00.000Z,18,42
P002174,A016905,357,2024-10-14T18:00:00.000Z,2024-10-14T18:05:00.000Z,1,49
P002175,A002797,6178,2024-10-14T18:00:00.000Z,2024-10-14T18:23:00.000Z,16,21
P002176,A004897,1759,2024-10-14T18:00:00.000Z,2024-10-14T19:03:00.000Z,14,18
P002177,A014779,673,2024-10-14T18:00:00.000Z,2024-10-14T18:09:00.000Z,3,33
P002178,A015615,1061,2024-10-14T18:00:00.000Z,2024-10-14T20:11:00.000Z,2,28
P002179,A003437,122,2024-10-14T18:00:00.000Z,2024-10-14T18:06:00.000Z,16,29
P002180,A002559,577,2024-10-14T18:00:00.000Z,2024-10-14T18:11:00.000Z,17,32
P002181,A014223,261,2024-10-14T18:00:00.000Z,2024-10-14T20:33:00.000Z,4,20
P002182,A007587,51,2024-10-14T18:00:00.000Z,2024-10-14T21:35:00.000Z,11,48
P002183,A004742,50,2024-10-14T18:00:00.000Z,2024-10-14T19:44:00.000Z,14,45
P002184,A010391,732,2024-10-14T18:00:00.000Z,2024-10-14T20:26:00.000Z,7,21
P002185,A006243,253,2024-10-14T18:00:00.000Z,2024-10-14T18:04:00.000Z,13,51
P002186,A012601,194,2024-10-14T18:00:00.000Z,2024-10-14T21:17:00.000Z,6,32
P002187,A012669,85,2024-10-14T18:00:00.000Z,2024-10-14T20:40:00.000Z,6,25
P002188,A004622,1375,2024-10-14T18:00:00.000Z,2024-10-14T20:52:00.000Z,15,24
P002189,A000509,918,2024-10-14T18:00:00.000Z,2024-10-14T20:44:00.000Z,19,31
P002190,A004758,458,2024-10-14T18:00:00.000Z,2024-10-14T19:37:00.000Z,14,29
P002191,A002000,641,2024-10-14T18:00:00.000Z,2024-10-14T19:03:00.000Z,17,50
P002192,A011951,16811,2024-10-14T18:00:00.000Z,2024-10-14T18:46:00.000Z,6,6
P002193,A006928,261,2024-10-14T18:00:00.000Z,2024-10-14T19:28:00.000Z,12,37
P002194,A014452,102,2024-10-14T18:00:00.000Z,2024-10-14T19:53:00.000Z,4,26
P002195,A005006,1459,2024-10-15T18:00:00.000Z,2024-10-15T21:10:00.000Z,14,40
P002196,A010786,1477,2024-10-15T18:00:00.000Z,2024-10-15T19:32:00.000Z,8,12
P002197,A012719,553,2024-10-15T18:00:00.000Z,2024-10-15T21:21:00.000Z,6,41
P002198,A001307,727,2024-10-15T18:00:00.000Z,2024-10-15T20:32:00.000Z,18,39
P002199,A005187,314,2024-10-15T18:00:00.000Z,2024-10-15T18:06:00.000Z,14,30
P002200,A006289,213,2024-10-15T18:00:00.000Z,2024-10-15T22:00:00.000Z,13,38
P002201,A004960,9762,2024-10-15T18:00:00.000Z,2024-10-15T21:44:00.000Z,14,15
P002202,A007075,172,2024-10-15T18:00:00.000Z,2024-10-15T18:55:00.000Z,12,34
P002203,A009046,68,2024-10-15T18:00:00.000Z,2024-10-15T21:25:00.000Z,10,29
P002204,A008014,341,2024-10-15T18:00:00.000Z,2024-10-15T20:18:00.000Z,11,39
P002205,A008544,160,2024-10-15T18:00:00.000Z,2024-10-15T19:03:00.000Z,10,38
P002206,A009821,45,2024-10-15T18:00:00.000Z,2024-10-15T18:02:00.000Z,9,46
P002207,A005523,531,2024-10-15T18:00:00.000Z,2024-10-15T21:17:00.000Z,14,42
P002208,A002564,1804,2024-10-15T18:00:00.000Z,2024-10-15T18:50:00.000Z,17,36
P002209,A003384,193,2024-10-15T18:00:00.000Z,2024-10-15T19:35:00.000Z,16,32
P002210,A007397,5683,2024-10-15T18:00:00.000Z,2024-10-15T20:47:00.000Z,12,19
P002211,A009068,1181,2024-10-15T18:00:00.000Z,2024-10-15T18:47:00.000Z,10,30
P002212,A013490,173,2024-10-15T18:00:00.000Z,2024-10-15T19:47:00.000Z,5,42
P002213,A015803,723,2024-10-15T18:00:00.000Z,2024-10-15T18:07:00.000Z,2,40
P002214,A016110,129,2024-10-15T18:00:00.000Z,2024-10-15T19:26:00.000Z,2,11
P002215,A001439,465,2024-10-15T18:00:00.000Z,2024-10-15T21:20:00.000Z,18,33
P002216,A005405,100,2024-10-15T18:00:00.000Z,2024-10-15T21:42:00.000Z,14,44
P002217,A007033,75,2024-10-15T18:00:00.000Z,2024-10-15T18:52:00.000Z,12,37
P002218,A003164,1992,2024-10-15T18:00:00.000Z,2024-10-15T19:37:00.000Z,16,28
P002219,A006853,91,2024-10-15T18:00:00.000Z,2024-10-15T18:10:00.000Z,11,24
P002220,A001051,4049,2024-11-01T18:00:00.000Z,2024-11-01T18:55:00.000Z,20,31
P002221,A006378,120,2024-11-01T18:00:00.000Z,2024-11-01T21:37:00.000Z,14,29
P002222,A002719,1964,2024-11-01T18:00:00.000Z,2024-11-01T20:44:00.000Z,18,33
P002223,A004640,460,2024-11-01T18:00:00.000Z,2024-11-01T21:14:00.000Z,16,18
P002224,A005131,129,2024-11-01T18:00:00.000Z,2024-11-01T20:59:00.000Z,15,51
P002225,A005440,127,2024-11-01T18:00:00.000Z,2024-11-01T19:08:00.000Z,15,33
P002226,A003657,519,2024-11-01T18:00:00.000Z,2024-11-01T19:41:00.000Z,17,31
P002227,A012136,37,2024-11-01T18:00:00.000Z,2024-11-01T20:27:00.000Z,7,38
P002228,A017726,1171,2024-11-01T18:00:00.000Z,2024-11-01T20:04:00.000Z,1,16
P002229,A011863,37,2024-11-01T18:00:00.000Z,2024-11-01T19:27:00.000Z,8,49
P002230,A010749,102,2024-11-01T18:00:00.000Z,2024-11-01T18:30:00.000Z,9,32
P002231,A003263,224,2024-11-01T18:00:00.000Z,2024-11-01T19:48:00.000Z,17,29
P002232,A003150,899,2024-11-01T18:00:00.000Z,2024-11-01T19:27:00.000Z,17,26
P002233,A000244,735,2024-11-01T18:00:00.000Z,2024-11-01T19:15:00.000Z,21,40
P002234,A015527,257,2024-11-01T18:00:00.000Z,2024-11-01T18:31:00.000Z,4,41
P002235,A002103,127,2024-11-01T18:00:00.000Z,2024-11-01T19:51:00.000Z,19,32
P002236,A013859,362,2024-11-01T18:00:00.000Z,2024-11-01T18:29:00.000Z,5,14
P002237,A015646,244,2024-11-01T18:00:00.000Z,2024-11-01T20:11:00.000Z,3,40
P002238,A001684,208,2024-11-01T18:00:00.000Z,2024-11-01T19:35:00.000Z,19,52
P002239,A004510,992,2024-11-02T18:00:00.000Z,2024-11-02T18:05:00.000Z,16,36
P002240,A010492,703,2024-11-02T18:00:00.000Z,2024-11-02T21:48:00.000Z,9,14
P002241,A013900,33,2024-11-02T18:00:00.000Z,2024-11-02T18:54:00.000Z,5,43
P002242,A000479,1570,2024-11-02T18:00:00.000Z,2024-11-02T19:00:00.000Z,20,47
P002243,A012958,570,2024-11-02T18:00:00.000Z,2024-11-02T19:51:00.000Z,7,50
P002244,A016089,1503,2024-11-02T18:00:00.000Z,2024-11-02T19:20:00.000Z,3,17
P002245,A016095,31,2024-11-02T18:00:00.000Z,2024-11-02T21:58:00.000Z,3,37
P002246,A009059,11332,2024-11-02T18:00:00.000Z,2024-11-02T18:45:00.000Z,11,12
P002247,A017678,297,2024-11-02T18:00:00.000Z,2024-11-02T19:42:00.000Z,1,39
P002248,A000778,6006,2024-11-02T18:00:00.000Z,2024-11-02T19:32:00.000Z,19,26
P002249,A001428,708,2024-11-02T18:00:00.000Z,2024-11-02T18:53:00.000Z,19,46
P002250,A016227,533,2024-11-02T18:00:00.000Z,2024-11-02T21:08:00.000Z,3,16
P002251,A009729,398,2024-11-02T18:00:00.000Z,2024-11-02T18:27:00.000Z,10,43
P002252,A009182,1358,2024-11-02T18:00:00.000Z,2024-11-02T19:27:00.000Z,11,16
P002253,A003397,2407,2024-11-02T18:00:00.000Z,2024-11-02T21:32:00.000Z,16,17
P002254,A007604,626,2024-11-02T18:00:00.000Z,2024-11-02T20:16:00.000Z,12,18
P002255,A011643,136,2024-11-02T18:00:00.000Z,2024-11-02T20:17:00.000Z,8,19
P002256,A010284,1353,2024-11-02T18:00:00.000Z,2024-11-02T20:24:00.000Z,10,31
P002257,A013323,42,2024-11-02T18:00:00.000Z,2024-11-02T21:17:00.000Z,6,48
P002258,A000053,394,2024-11-02T18:00:00.000Z,2024-11-02T21:27:00.000Z,21,34
P002259,A005616,468,2024-11-02T18:00:00.000Z,2024-11-02T21:32:00.000Z,15,52
P002260,A008267,87,2024-11-02T18:00:00.000Z,2024-11-02T19:36:00.000Z,12,51
P002261,A013102,66,2024-11-02T18:00:00.000Z,2024-11-02T20:44:00.000Z,6,25
P002262,A007990,37618,2024-11-02T18:00:00.000Z,2024-11-02T20:32:00.000Z,11,12
P002263,A008573,51,2024-11-02T18:00:00.000Z,2024-11-02T19:49:00.000Z,11,48
P002264,A015647,158,2024-11-02T18:00:00.000Z,2024-11-02T20:40:00.000Z,4,28
P002265,A018089,47,2024-11-02T18:00:00.000Z,2024-11-02T20:42:00.000Z,1,24
P002266,A008388,804,2024-11-02T18:00:00.000Z,2024-11-02T21:13:00.000Z,12,43
P002267,A011655,447,2024-11-02T18:00:00.000Z,2024-11-02T21:45:00.000Z,8,39
P002268,A005572,1178,2024-11-03T18:00:00.000Z,2024-11-03T21:48:00.000Z,15,25
P002269,A006159,635,2024-11-03T18:00:00.000Z,2024-11-03T20:02:00.000Z,14,33
P002270,A015610,3170,2024-11-03T18:00:00.000Z,2024-11-03T21:19:00.000Z,4,5
P002271,A002544,872,2024-11-03T18:00:00.000Z,2024-11-03T19:27:00.000Z,18,47
P002272,A007508,227,2024-11-03T18:00:00.000Z,2024-11-03T21:48:00.000Z,13,20
P002273,A005768,1894,2024-11-03T18:00:00.000Z,2024-11-03T18:37:00.000Z,14,17
P002274,A016395,738,2024-11-03T18:00:00.000Z,2024-11-03T18:58:00.000Z,3,32
P002275,A017048,93,2024-11-03T18:00:00.000Z,2024-11-03T21:23:00.000Z,2,22
P002276,A004170,3468,2024-11-03T18:00:00.000Z,2024-11-03T19:10:00.000Z,16,28
P002277,A013250,185,2024-11-03T18:00:00.000Z,2024-11-03T19:20:00.000Z,6,34
P002278,A016095,60,2024-11-03T18:00:00.000Z,2024-11-03T20:41:00.000Z,3,37
P002279,A013033,583,2024-11-03T18:00:00.000Z,2024-11-03T19:19:00.000Z,7,22
P002280,A000979,7651,2024-11-03T18:00:00.000Z,2024-11-03T19:17:00.000Z,20,23
P002281,A013554,2908,2024-11-03T18:00:00.000Z,2024-11-03T20:53:00.000Z,6,7
P002282,A002701,1783,2024-11-03T18:00:00.000Z,2024-11-03T18:20:00.000Z,18,40
P002283,A005345,545,2024-11-03T18:00:00.000Z,2024-11-03T19:10:00.000Z,14,44
P002284,A013506,196,2024-11-03T18:00:00.000Z,2024-11-03T19:09:00.000Z,6,22
P002285,A017726,867,2024-11-04T18:00:00.000Z,2024-11-04T20:55:00.000Z,1,16
P002286,A018104,232,2024-11-04T18:00:00.000Z,2024-11-04T18:08:00.000Z,1,39
P002287,A009432,75,2024-11-04T18:00:00.000Z,2024-11-04T21:49:00.000Z,11,37
P002288,A000364,482,2024-11-04T18:00:00.000Z,2024-11-04T19:00:00.000Z,20,46
P002289,A010870,2354,2024-11-04T18:00:00.000Z,2024-11-04T18:29:00.000Z,9,10
P002290,A007156,2919,2024-11-04T18:00:00.000Z,2024-11-04T20:56:00.000Z,13,21
P002291,A008749,209,2024-11-04T18:00:00.000Z,2024-11-04T19:24:00.000Z,11,42
P002292,A008950,45,2024-11-04T18:00:00.000Z,2024-11-04T21:54:00.000Z,11,46
P002293,A016729,258,2024-11-04T18:00:00.000Z,2024-11-04T20:40:00.000Z,2,46
P002294,A012379,1787,2024-11-04T18:00:00.000Z,2024-11-04T19:18:00.000Z,7,14
P002295,A013321,180,2024-11-04T18:00:00.000Z,2024-11-04T18:09:00.000Z,6,13
P002296,A006030,194,2024-11-04T18:00:00.000Z,2024-11-04T20:38:00.000Z,13,27
P002297,A007168,543,2024-11-04T18:00:00.000Z,2024-11-04T20:32:00.000Z,13,21
P002298,A005000,16605,2024-11-05T18:00:00.000Z,2024-11-05T21:53:00.000Z,16,16
P002299,A003544,992,2024-11-05T18:00:00.000Z,2024-11-05T21:08:00.000Z,17,50
P002300,A005232,314,2024-11-05T18:00:00.000Z,2024-11-05T18:28:00.000Z,14,19
P002301,A006990,905,2024-11-05T18:00:00.000Z,2024-11-05T21:53:00.000Z,13,35
P002302,A010124,279,2024-11-05T18:00:00.000Z,2024-11-05T20:44:00.000Z,10,31
P002303,A015009,1071,2024-11-05T18:00:00.000Z,2024-11-05T21:12:00.000Z,4,6
P002304,A004604,848,2024-11-05T18:00:00.000Z,2024-11-05T20:16:00.000Z,16,40
P002305,A007321,165,2024-11-05T18:00:00.000Z,2024-11-05T18:31:00.000Z,13,45
P002306,A004063,212,2024-11-05T18:00:00.000Z,2024-11-05T19:08:00.000Z,17,47
P002307,A006677,1239,2024-11-05T18:00:00.000Z,2024-11-05T20:43:00.000Z,14,50
P002308,A015288,8048,2024-11-05T18:00:00.000Z,2024-11-05T21:14:00.000Z,4,5
P002309,A007857,2261,2024-11-05T18:00:00.000Z,2024-11-05T19:17:00.000Z,12,18
P002310,A016058,728,2024-11-05T18:00:00.000Z,2024-11-05T18:26:00.000Z,3,12
P002311,A007480,381,2024-11-05T18:00:00.000Z,2024-11-05T20:49:00.000Z,13,50
P002312,A013639,170,2024-11-06T18:00:00.000Z,2024-11-06T18:22:00.000Z,6,52
P002313,A005866,465,2024-11-06T18:00:00.000Z,2024-11-06T19:26:00.000Z,15,16
P002314,A003303,401,2024-11-06T18:00:00.000Z,2024-11-06T19:08:00.000Z,17,44
P002315,A002148,1568,2024-11-06T18:00:00.000Z,2024-11-06T20:01:00.000Z,18,19
P002316,A014169,1674,2024-11-06T18:00:00.000Z,2024-11-06T20:28:00.000Z,5,5
P002317,A000955,2356,2024-11-06T18:00:00.000Z,2024-11-06T21:39:00.000Z,20,32
P002318,A011982,73,2024-11-06T18:00:00.000Z,2024-11-06T18:26:00.000Z,8,40
P002319,A006823,287,2024-11-06T18:00:00.000Z,2024-11-06T19:33:00.000Z,14,48
P002320,A003570,4912,2024-11-06T18:00:00.000Z,2024-11-06T20:23:00.000Z,17,24
P002321,A010987,478,2024-11-06T18:00:00.000Z,2024-11-06T18:01:00.000Z,9,23
P002322,A001929,610,2024-11-06T18:00:00.000Z,2024-11-06T21:41:00.000Z,19,47
P002323,A005275,1042,2024-11-06T18:00:00.000Z,2024-11-06T20:33:00.000Z,14,17
P002324,A012045,1078,2024-11-06T18:00:00.000Z,2024-11-06T19:50:00.000Z,8,29
P002325,A013864,446,2024-11-06T18:00:00.000Z,2024-11-06T21:01:00.000Z,6,26
P002326,A005542,2120,2024-11-06T18:00:00.000Z,2024-11-06T19:46:00.000Z,14,19
P002327,A013555,206,2024-11-06T18:00:00.000Z,2024-11-06T18:06:00.000Z,6,49
P002328,A013626,203,2024-11-06T18:00:00.000Z,2024-11-06T19:43:00.000Z,6,49
P002329,A006560,707,2024-11-06T18:00:00.000Z,2024-11-06T18:58:00.000Z,14,30
P002330,A008330,2319,2024-11-06T18:00:00.000Z,2024-11-06T18:01:00.000Z,11,15
P002331,A018088,3003,2024-11-06T18:00:00.000Z,2024-11-06T19:32:00.000Z,1,5
P002332,A007681,582,2024-11-06T18:00:00.000Z,2024-11-06T18:16:00.000Z,13,24
P002333,A005805,2093,2024-11-06T18:00:00.000Z,2024-11-06T18:17:00.000Z,15,28
P002334,A009691,479,2024-11-07T18:00:00.000Z,2024-11-07T19:02:00.000Z,11,36
P002335,A014005,404,2024-11-07T18:00:00.000Z,2024-11-07T19:56:00.000Z,6,23
P002336,A008990,137,2024-11-07T18:00:00.000Z,2024-11-07T20:54:00.000Z,11,39
P002337,A000590,3807,2024-11-07T18:00:00.000Z,2024-11-07T21:56:00.000Z,20,21
P002338,A001076,710,2024-11-07T18:00:00.000Z,2024-11-07T20:04:00.000Z,20,38
P002339,A008600,42,2024-11-07T18:00:00.000Z,2024-11-07T19:24:00.000Z,12,48
P002340,A008996,1417,2024-11-07T18:00:00.000Z,2024-11-07T18:35:00.000Z,11,51
P002341,A010754,1819,2024-11-07T18:00:00.000Z,2024-11-07T20:27:00.000Z,8,9
P002342,A012545,108,2024-11-07T18:00:00.000Z,2024-11-07T20:16:00.000Z,7,52
P002343,A018635,35,2024-11-07T18:00:00.000Z,2024-11-07T19:22:00.000Z,1,31
P002344,A001996,908,2024-11-07T18:00:00.000Z,2024-11-07T21:27:00.000Z,19,45
P002345,A013269,90,2024-11-07T18:00:00.000Z,2024-11-07T21:38:00.000Z,7,47
P002346,A012447,124,2024-11-07T18:00:00.000Z,2024-11-07T20:24:00.000Z,7,34
P002347,A000208,1972,2024-11-07T18:00:00.000Z,2024-11-07T20:54:00.000Z,21,44
P002348,A003489,610,2024-11-08T18:00:00.000Z,2024-11-08T21:01:00.000Z,17,38
P002349,A013770,430,2024-11-08T18:00:00.000Z,2024-11-08T21:11:00.000Z,6,30
P002350,A013900,28,2024-11-08T18:00:00.000Z,2024-11-08T20:37:00.000Z,6,43
P002351,A003076,69,2024-11-08T18:00:00.000Z,2024-11-08T20:55:00.000Z,18,30
P002352,A001258,799,2024-11-08T18:00:00.000Z,2024-11-08T19:55:00.000Z,20,52
P002353,A014113,225,2024-11-08T18:00:00.000Z,2024-11-08T21:59:00.000Z,6,21
P002354,A002565,396,2024-11-08T18:00:00.000Z,2024-11-08T21:03:00.000Z,18,49
P002355,A000244,698,2024-11-08T18:00:00.000Z,2024-11-08T21:43:00.000Z,21,40
P002356,A006730,197,2024-11-08T18:00:00.000Z,2024-11-08T18:59:00.000Z,14,45
P002357,A007471,69,2024-11-08T18:00:00.000Z,2024-11-08T19:30:00.000Z,13,30
P002358,A005276,1306,2024-11-08T18:00:00.000Z,2024-11-08T20:11:00.000Z,15,29
P002359,A001684,202,2024-11-08T18:00:00.000Z,2024-11-08T21:25:00.000Z,19,52
P002360,A002899,1374,2024-11-08T18:00:00.000Z,2024-11-08T19:49:00.000Z,18,35
P002361,A008276,81,2024-11-08T18:00:00.000Z,2024-11-08T19:39:00.000Z,12,34
P002362,A005177,696,2024-11-09T18:00:00.000Z,2024-11-09T20:46:00.000Z,16,31
P002363,A005822,795,2024-11-09T18:00:00.000Z,2024-11-09T19:47:00.000Z,15,39
P002364,A006049,242,2024-11-09T18:00:00.000Z,2024-11-09T21:52:00.000Z,15,50
P002365,A000016,586,2024-11-09T18:00:00.000Z,2024-11-09T18:41:00.000Z,21,49
P002366,A002439,837,2024-11-09T18:00:00.000Z,2024-11-09T18:33:00.000Z,19,47
P002367,A001650,1541,2024-11-09T18:00:00.000Z,2024-11-09T21:19:00.000Z,19,42
P002368,A000773,5556,2024-11-09T18:00:00.000Z,2024-11-09T20:47:00.000Z,21,39
P002369,A001781,430,2024-11-09T18:00:00.000Z,2024-11-09T19:45:00.000Z,19,49
P002370,A000244,694,2024-11-09T18:00:00.000Z,2024-11-09T18:42:00.000Z,21,40
