id,clientId,salary,requestedAmount,creditApproved,annualPercentageRate,periodsPerYear,periodsTotal,requestAt,approved,approvedAt,rejected,rejectedAt,reason
A021332,C1742,22462,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T20:05:00.000Z,NOT APPROVED
A021333,C1771,25591,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T21:54:00.000Z,MAX OF CREDITS
A021334,C1775,39120,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T21:57:00.000Z,CREDIT LIMIT EXCEED
A021335,C1802,12258,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T19:52:00.000Z,NOT APPROVED
A021336,C1808,30806,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T20:11:00.000Z,CREDIT LIMIT EXCEED
A021337,C1858,9967,1037,919,0.09,24,34,2024-12-20T18:00:00.000Z,true,2024-12-20T19:29:00.000Z,false,null,null
A021338,C1868,39320,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T20:50:00.000Z,MAX OF CREDITS
A021339,C1894,12548,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T20:36:00.000Z,NOT APPROVED
A021340,C1895,63174,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T18:11:00.000Z,NOT APPROVED
A021341,C1897,56540,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T21:05:00.000Z,MAX OF CREDITS
A021342,C1901,20612,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T20:48:00.000Z,MAX OF CREDITS
A021343,C1907,14873,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T21:30:00.000Z,NOT APPROVED
A021344,C1939,60924,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T19:28:00.000Z,MAX OF CREDITS
A021345,C1941,28395,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T21:01:00.000Z,CREDIT LIMIT EXCEED
A021346,C1958,61831,0,0,0,0,0,2024-12-20T18:00:00.000Z,false,null,true,2024-12-20T18:17:00.000Z,NOT APPROVED
A021347,C1038,70846,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:01:00.000Z,NOT APPROVED
A021348,C1040,12016,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:17:00.000Z,NOT APPROVED
A021349,C1053,16310,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:37:00.000Z,NOT APPROVED
A021350,C1059,38556,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:34:00.000Z,NOT APPROVED
A021351,C1060,47020,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:06:00.000Z,NOT APPROVED
A021352,C1063,33885,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:54:00.000Z,NOT APPROVED
A021353,C1080,34572,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:13:00.000Z,NOT APPROVED
A021354,C1104,51802,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:07:00.000Z,NOT APPROVED
A021355,C1116,32264,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T19:13:00.000Z,NOT APPROVED
A021356,C1122,11181,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:23:00.000Z,NOT APPROVED
A021357,C1126,82682,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:38:00.000Z,NOT APPROVED
A021358,C1128,67924,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:05:00.000Z,MAX OF CREDITS
A021359,C1137,32322,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:23:00.000Z,NOT APPROVED
A021360,C1147,62287,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:17:00.000Z,MAX OF CREDITS
A021361,C1166,11891,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:07:00.000Z,NOT APPROVED
A021362,C1198,21497,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:28:00.000Z,NOT APPROVED
A021363,C1210,38154,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:12:00.000Z,MAX OF CREDITS
A021364,C1213,31746,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T19:37:00.000Z,MAX OF CREDITS
A021365,C1236,35518,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:06:00.000Z,CREDIT LIMIT EXCEED
A021366,C1238,41771,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:26:00.000Z,NOT APPROVED
A021367,C1262,73624,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:18:00.000Z,CREDIT LIMIT EXCEED
A021368,C1279,8951,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:47:00.000Z,NOT APPROVED
A021369,C1282,41635,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:58:00.000Z,NOT APPROVED
A021370,C1303,17232,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:33:00.000Z,MAX OF CREDITS
A021371,C1309,46445,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:44:00.000Z,MAX OF CREDITS
A021372,C1354,74093,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:25:00.000Z,NOT APPROVED
A021373,C1358,15447,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:20:00.000Z,NOT APPROVED
A021374,C1360,57502,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T19:29:00.000Z,NOT APPROVED
A021375,C1383,66708,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T19:13:00.000Z,NOT APPROVED
A021376,C1418,66118,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:18:00.000Z,NOT APPROVED
A021377,C1421,49219,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T19:31:00.000Z,NOT APPROVED
A021378,C1442,39706,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:25:00.000Z,NOT APPROVED
A021379,C1450,69836,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:20:00.000Z,MAX OF CREDITS
A021380,C1453,61539,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T19:13:00.000Z,MAX OF CREDITS
A021381,C1462,48583,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:57:00.000Z,MAX OF CREDITS
A021382,C1465,54143,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T19:58:00.000Z,NOT APPROVED
A021383,C1468,14671,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:31:00.000Z,NOT APPROVED
A021384,C1477,33154,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:42:00.000Z,NOT APPROVED
A021385,C1516,12624,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T19:33:00.000Z,CLIENT REJECTS
A021386,C1549,32544,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:08:00.000Z,MAX OF CREDITS
A021387,C1568,63466,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:42:00.000Z,MAX OF CREDITS
A021388,C1587,8047,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:12:00.000Z,NOT APPROVED
A021389,C1618,19780,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:40:00.000Z,CLIENT REJECTS
A021390,C1648,34937,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:26:00.000Z,NOT APPROVED
A021391,C1691,41351,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:01:00.000Z,NOT APPROVED
A021392,C1697,74963,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:48:00.000Z,CREDIT LIMIT EXCEED
A021393,C1715,44649,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:23:00.000Z,NOT APPROVED
A021394,C1722,15938,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:26:00.000Z,MAX OF CREDITS
A021395,C1729,20059,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:01:00.000Z,CREDIT LIMIT EXCEED
A021396,C1732,23724,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T19:15:00.000Z,NOT APPROVED
A021397,C1766,44305,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:38:00.000Z,NOT APPROVED
A021398,C1775,39120,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:34:00.000Z,NOT APPROVED
A021399,C1779,15749,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T19:07:00.000Z,NOT APPROVED
A021400,C1785,13744,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:22:00.000Z,NOT APPROVED
A021401,C1787,50716,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:57:00.000Z,NOT APPROVED
A021402,C1789,68538,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:51:00.000Z,CREDIT LIMIT EXCEED
A021403,C1832,61688,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T19:07:00.000Z,CREDIT LIMIT EXCEED
A021404,C1851,19009,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:36:00.000Z,NOT APPROVED
A021405,C1862,44955,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:57:00.000Z,CREDIT LIMIT EXCEED
A021406,C1869,34746,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:15:00.000Z,NOT APPROVED
A021407,C1898,28074,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:21:00.000Z,NOT APPROVED
A021408,C1915,9437,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T18:59:00.000Z,NOT APPROVED
A021409,C1918,25224,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:26:00.000Z,NOT APPROVED
A021410,C1921,52633,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:15:00.000Z,NOT APPROVED
A021411,C1926,33112,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:15:00.000Z,NOT APPROVED
A021412,C1933,46367,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T21:41:00.000Z,NOT APPROVED
A021413,C1941,28395,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:02:00.000Z,CREDIT LIMIT EXCEED
A021414,C1977,12547,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T20:43:00.000Z,NOT APPROVED
A021415,C1981,64905,0,0,0,0,0,2024-12-21T18:00:00.000Z,false,null,true,2024-12-21T19:27:00.000Z,NOT APPROVED
A021416,C1016,67384,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:38:00.000Z,NOT APPROVED
A021417,C1017,19041,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:35:00.000Z,CREDIT LIMIT EXCEED
A021418,C1062,45735,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:51:00.000Z,NOT APPROVED
A021419,C1080,34572,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T20:31:00.000Z,NOT APPROVED
A021420,C1081,37600,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:51:00.000Z,CREDIT LIMIT EXCEED
A021421,C1093,77986,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:38:00.000Z,MAX OF CREDITS
A021422,C1141,60599,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T20:14:00.000Z,NOT APPROVED
A021423,C1152,56738,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:34:00.000Z,CREDIT LIMIT EXCEED
A021424,C1162,46038,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T20:05:00.000Z,NOT APPROVED
A021425,C1169,22796,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:23:00.000Z,NOT APPROVED
A021426,C1174,32977,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:26:00.000Z,NOT APPROVED
A021427,C1177,35118,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T20:46:00.000Z,CREDIT LOW
A021428,C1219,40871,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:46:00.000Z,MAX OF CREDITS
A021429,C1234,14687,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T20:56:00.000Z,NOT APPROVED
A021430,C1236,35518,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:06:00.000Z,CREDIT LIMIT EXCEED
A021431,C1256,12786,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:21:00.000Z,NOT APPROVED
A021432,C1263,64253,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:46:00.000Z,NOT APPROVED
A021433,C1266,20443,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:19:00.000Z,CLIENT REJECTS
A021434,C1268,42267,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:59:00.000Z,NOT APPROVED
A021435,C1280,17756,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:38:00.000Z,NOT APPROVED
A021436,C1354,74093,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:40:00.000Z,NOT APPROVED
A021437,C1372,15303,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:45:00.000Z,CREDIT LIMIT EXCEED
A021438,C1400,54353,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:39:00.000Z,NOT APPROVED
A021439,C1404,39183,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:40:00.000Z,NOT APPROVED
A021440,C1409,43719,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:38:00.000Z,MAX OF CREDITS
A021441,C1413,13189,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T20:30:00.000Z,MAX OF CREDITS
A021442,C1436,13273,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:32:00.000Z,NOT APPROVED
A021443,C1450,69836,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:20:00.000Z,NOT APPROVED
A021444,C1464,12222,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:29:00.000Z,NOT APPROVED
A021445,C1483,47166,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T20:42:00.000Z,NOT APPROVED
A021446,C1499,40595,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T20:35:00.000Z,CREDIT LIMIT EXCEED
A021447,C1515,54031,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:52:00.000Z,NOT APPROVED
A021448,C1517,23177,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:44:00.000Z,CREDIT LIMIT EXCEED
A021449,C1542,31831,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:57:00.000Z,NOT APPROVED
A021450,C1551,77590,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:42:00.000Z,NOT APPROVED
A021451,C1589,47873,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:08:00.000Z,NOT APPROVED
A021452,C1609,24986,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:23:00.000Z,NOT APPROVED
A021453,C1610,49655,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:31:00.000Z,NOT APPROVED
A021454,C1635,31437,14663,12523,0.1,24,41,2024-12-22T18:00:00.000Z,true,2024-12-22T19:27:00.000Z,false,null,null
A021455,C1665,43545,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:03:00.000Z,NOT APPROVED
A021456,C1678,34713,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:24:00.000Z,NOT APPROVED
A021457,C1712,33083,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:27:00.000Z,NOT APPROVED
A021458,C1720,36211,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:27:00.000Z,NOT APPROVED
A021459,C1726,62930,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:34:00.000Z,NOT APPROVED
A021460,C1730,38857,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T20:41:00.000Z,CREDIT LIMIT EXCEED
A021461,C1802,12258,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T20:29:00.000Z,NOT APPROVED
A021462,C1821,87357,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:29:00.000Z,CREDIT LIMIT EXCEED
A021463,C1848,34761,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T20:57:00.000Z,NOT APPROVED
A021464,C1864,22415,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:55:00.000Z,NOT APPROVED
A021465,C1869,34746,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T21:36:00.000Z,CREDIT LIMIT EXCEED
A021466,C1886,35989,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:00:00.000Z,NOT APPROVED
A021467,C1897,56540,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:54:00.000Z,MAX OF CREDITS
A021468,C1923,41055,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:20:00.000Z,NOT APPROVED
A021469,C1939,60924,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:14:00.000Z,NOT APPROVED
A021470,C1954,8164,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:58:00.000Z,NOT APPROVED
A021471,C1961,33039,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T19:29:00.000Z,NOT APPROVED
A021472,C1963,71168,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T20:01:00.000Z,NOT APPROVED
A021473,C1977,12547,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:09:00.000Z,NOT APPROVED
A021474,C1986,48130,0,0,0,0,0,2024-12-22T18:00:00.000Z,false,null,true,2024-12-22T18:42:00.000Z,NOT APPROVED
A021475,C1003,30765,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:34:00.000Z,NOT APPROVED
A021476,C1020,35310,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T18:10:00.000Z,NOT APPROVED
A021477,C1036,18059,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:45:00.000Z,MAX OF CREDITS
A021478,C1057,52156,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:02:00.000Z,NOT APPROVED
A021479,C1058,76017,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:45:00.000Z,NOT APPROVED
A021480,C1061,51024,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:04:00.000Z,NOT APPROVED
A021481,C1062,45735,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T18:53:00.000Z,CREDIT LIMIT EXCEED
A021482,C1065,16911,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:59:00.000Z,CREDIT LOW
A021483,C1076,30778,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:23:00.000Z,NOT APPROVED
A021484,C1093,77986,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T18:25:00.000Z,MAX OF CREDITS
A021485,C1114,25531,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:24:00.000Z,NOT APPROVED
A021486,C1138,34785,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:17:00.000Z,MAX OF CREDITS
A021487,C1139,17900,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:06:00.000Z,NOT APPROVED
A021488,C1152,56738,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:50:00.000Z,CREDIT LIMIT EXCEED
A021489,C1160,60922,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:46:00.000Z,CREDIT LIMIT EXCEED
A021490,C1197,18322,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:14:00.000Z,NOT APPROVED
A021491,C1225,44419,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:55:00.000Z,NOT APPROVED
A021492,C1239,47074,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:57:00.000Z,NOT APPROVED
A021493,C1242,24830,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T18:23:00.000Z,MAX OF CREDITS
A021494,C1247,65192,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:56:00.000Z,MAX OF CREDITS
A021495,C1286,56364,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:52:00.000Z,NOT APPROVED
A021496,C1323,70910,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:14:00.000Z,MAX OF CREDITS
A021497,C1350,30336,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:28:00.000Z,MAX OF CREDITS
A021498,C1379,58702,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T18:26:00.000Z,NOT APPROVED
A021499,C1390,29931,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:59:00.000Z,NOT APPROVED
A021500,C1394,96587,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:14:00.000Z,NOT APPROVED
A021501,C1404,39183,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:14:00.000Z,MAX OF CREDITS
A021502,C1411,68570,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:57:00.000Z,NOT APPROVED
A021503,C1422,9688,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:23:00.000Z,NOT APPROVED
A021504,C1447,48990,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:40:00.000Z,NOT APPROVED
A021505,C1466,43943,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:07:00.000Z,MAX OF CREDITS
A021506,C1493,26231,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:15:00.000Z,NOT APPROVED
A021507,C1500,34302,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:36:00.000Z,NOT APPROVED
A021508,C1504,48202,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T18:48:00.000Z,NOT APPROVED
A021509,C1509,11496,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:35:00.000Z,NOT APPROVED
A021510,C1533,87079,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:05:00.000Z,NOT APPROVED
A021511,C1560,88128,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:10:00.000Z,NOT APPROVED
A021512,C1581,32257,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:22:00.000Z,NOT APPROVED
A021513,C1595,15257,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:38:00.000Z,NOT APPROVED
A021514,C1609,24986,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:46:00.000Z,NOT APPROVED
A021515,C1613,91270,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:02:00.000Z,MAX OF CREDITS
A021516,C1632,62329,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:17:00.000Z,MAX OF CREDITS
A021517,C1633,37620,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T18:58:00.000Z,CREDIT LOW
A021518,C1635,31437,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:29:00.000Z,CLIENT REJECTS
A021519,C1642,31267,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:07:00.000Z,CLIENT REJECTS
A021520,C1676,75950,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:42:00.000Z,NOT APPROVED
A021521,C1691,41351,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:10:00.000Z,MAX OF CREDITS
A021522,C1734,52781,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T19:20:00.000Z,MAX OF CREDITS
A021523,C1740,49360,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:53:00.000Z,NOT APPROVED
A021524,C1746,43926,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:17:00.000Z,CREDIT LIMIT EXCEED
A021525,C1754,55891,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T21:09:00.000Z,CREDIT LIMIT EXCEED
A021526,C1760,27910,0,0,0,0,0,2024-12-23T18:00:00.000Z,false,null,true,2024-12-23T20:42:00.000Z,NOT APPROVED
